business_id,review_stars,text,useful,funny,cool,name,address,city,state,review_count,business_stars,categories
ggJXlslLYndvE7n3hgJBCQ,3,The coffee is fine (especially for the price if you have a Capital One card) and there’s lots of space to work and study which is nice. However I had a very unpleasant experience with the staff here. Around 15 minutes before closing they had multiple staff come up to me around 4 times in the span of 2 minutes telling me the place is closing soon (and one particular staff was around 3 of those times.) Then around 5-10 minutes before closing while I was still packing up that staff started yelling at me and said things he probably shouldn’t say to customers like “there’s always that one customer”. It really ruined my mood and it was quite inappropriate given that I wasn’t like trying to stick around after closing and still had a few minutes to pack up. Since then I have been avoiding this cafe even though I quite enjoy working there. There’s typical Philly rudeness but this was another level.,0,0,0,Capital One 360 Café,802 Delaware Ave,Wilmington,DE,2,4,"Financial Services, Food, Restaurants, Cafes, Banks & Credit Unions, Coffee & Tea"
CKKY7kxtznKVzm9FBzAL4w,1,Stood in the store for about 15mins before I left. Noone even checked to see if me and the other ppl needed to place an order.,0,0,0,Little Caesars Pizza,2500 Foulk Rd,Wilmington,DE,2,2,"Food, Italian, Pizza, Restaurants"
CKKY7kxtznKVzm9FBzAL4w,1,"Terrible service, unfriendly employees, and they overcooked my crazy bread.",0,0,0,Little Caesars Pizza,2500 Foulk Rd,Wilmington,DE,2,2,"Food, Italian, Pizza, Restaurants"
Vv5oKZNqxsV69_7E2KQ,5,"Nice little place friendly atomosphere professional costumers from businesses near by, so it's not like a dive bar or anything. Nice drink selection especially if you like beer and very good food. I'm definitely going back again when the opportunity arises",0,0,0,8th & Union Kitchen,801 N Union St,Wilmington,DE,2,3.5,"Vietnamese, Asian Fusion, Bars, American (New), Restaurants, Breakfast & Brunch, Nightlife, Thai, Gluten-Free"
Vv5oKZNqxsV69_7E2KQ,4,"Everythings for gluten free are awesome. Just dont choose the “pho” bcz it is not authentic. It tastes bad, not worth money. Shouldn’t be called pho.",0,0,0,8th & Union Kitchen,801 N Union St,Wilmington,DE,2,3.5,"Vietnamese, Asian Fusion, Bars, American (New), Restaurants, Breakfast & Brunch, Nightlife, Thai, Gluten-Free"
MZW_eTFYFBvHYg5OFqDRCA,5,Classic Red Robin experience. Great affordable food. The hot honey chicken sandwich is actually spicy and hits so good. 10/10 would recommend to a friend.,0,0,0,Red Robin Gourmet Burgers and Brews,6100 Brandywine Pkwy,Wilmington,DE,2,3,"Burgers, American (Traditional), Restaurants"
MZW_eTFYFBvHYg5OFqDRCA,5,"First time I've ever been to this location. We were pleased, though my friend's special order drink (vodka and cranberry) probably left some to be desired in her opinion, so I finished it. Otherwise, it was very good.",0,0,0,Red Robin Gourmet Burgers and Brews,6100 Brandywine Pkwy,Wilmington,DE,2,3,"Burgers, American (Traditional), Restaurants"
uoMWvXch6sWnI9FMsE_-Vg,4,We have been to Cafe Napoli several times and had Avery as our server. She was very pleasant and made sure all of our requests were taken care of. We will definitely request her the next time we are there! We’ve also had Logan too she’s very pleasant and accommodating as well! Very nice girls!,0,0,0,Cafe Napoli Restaurant & Pizzeria,4391 Kirkwood Hwy,Wilmington,DE,2,4,"Pizza, Restaurants, Italian"
uoMWvXch6sWnI9FMsE_-Vg,4,Fettuccini Primavera with Jerk Chicken and Spaghetti and meatballs. Dishes were served steaming hot. Large portions and pasta was cooked perfectly. Waiter was friendly and attentive. Cannoli was crisp and filling was deliciously fresh. Old school pizza atmosphere with pick-up in the front and restaurant in the back with booths and tables. Decent value for the meal. Wine by the glass was also not over-priced. Will definitely go back.,0,0,0,Cafe Napoli Restaurant & Pizzeria,4391 Kirkwood Hwy,Wilmington,DE,2,4,"Pizza, Restaurants, Italian"
iJKOUYgigs4VYsWny6AtEA,3,"Pretty solid spot overall! The red sauce is a little sweet for my taste, but the pies are cooked absolutely perfectly with a great crust. The real standout was the white pizza—garlicky, olive-oil, and seriously delicious. Definitely worth a visit if you’re craving a well-made slice!",0,0,0,Ciao's Trolley Pizza & Grill,1600 Delaware Ave,Wilmington,DE,2,4,"Restaurants, Pizza"
iJKOUYgigs4VYsWny6AtEA,1,"Very average pizza, would never have even left a review however I work in the area and have stopped in a few times just for something quick and cheap for lunch and every time the guys working up front are absurdly rude for no reason. From the minute you walk in they have an attitude as if they are annoyed you even came in to patronize them. This attitude most likely translates into the entire place leading to the uncleanly atmosphere and tasteless pizza. I try to give grace but every time I’ve come in here they have the same attitude and it seems like the pizza gets worse and worse up until this time when I literally threw it out after 1 bite.",0,0,0,Ciao's Trolley Pizza & Grill,1601 Delaware Ave,Wilmington,DE,2,4,"Restaurants, Pizza"
Dy91wdWkwtI_qgjAIZ0Niw,1,"I'm so sorry to say this, but honestly... I bought some pozole, and it doesn't smell good. It's flavorless and very greasy... In my opinion, I didn't like it at all... I don't know if it's freshly made, but it doesn't seem like it... I had to throw it away.",0,0,0,Taqueria Los Primos,3322 Old Capitol Trl,Wilmington,DE,2,4,"Mexican, Restaurants"
Dy91wdWkwtI_qgjAIZ0Niw,1,"This place used to be one of my favorites. Unfortunately, it's no longer the case. The service is horrible, the lady who charges is very rude, and they overcharge. It's super dirty. This is the last time I'll go.",0,0,0,Taqueria Los Primos,3323 Old Capitol Trl,Wilmington,DE,2,4,"Mexican, Restaurants"
D392vqhMjDPkHw1U8p66Uw,3,They are the highest supermarket in New Castle alone extremely high and they seem to cater to more of the Mexican and Latino community especially when it comes to the meat market item in the store it's nothing but Mexican food and I mean market no one in there that works that I saw is American obviously they say they hire but obviously they only hire Latinos or Mexicans because there's no white or black people that work there if you've been to the store super G I think it's called on the Castle avenue you know what I'm talkin about I'll pay somebody $100 if you show me a Caucasian or anybody that's not Latino or Mexican,0,0,0,Maryland Avenue Sub Shop,623 Maryland Ave,Wilmington,DE,2,4,"Sandwiches, Restaurants, Cheesesteaks"
D392vqhMjDPkHw1U8p66Uw,5,"Cheesesteak was perfect. If you havent had one , definitely need to try. Staff and service is just as good.",0,0,0,Maryland Avenue Sub Shop,623 Maryland Ave,Wilmington,DE,2,4,"Sandwiches, Restaurants, Cheesesteaks"
hFa7UxRZgJDQJ3UBhQsu9A,2,"We love the atmosphere and food at Toscana and have been coming for many years. However, we also like to stop at the coffee bar and get gelato from time to time. From our perspective, they are missing a great opportunity in Trolley square. There are no ice cream places and people in the neighborhood would enjoy a walk to get ice cream. The gelato at Toscana is always hard and too icy....seems like it's been there too long. And it is really expensive. The portions are ridiculously tiny for what you get. It's ok to charge that much but a scoop should be much more generous and the gelato should be fresh.",0,0,0,Piccolina Toscana,1412 N Dupont St,Wilmington,DE,2,3.5,"Restaurants, Italian, Nightlife, Bars"
hFa7UxRZgJDQJ3UBhQsu9A,5,"It was my 1st time there last night. We sat on bar side. Staff were super friendly, we loved our waiter. Food is somehow even better than the service. We will be back.",0,0,0,Piccolina Toscana,1412 N Dupont St,Wilmington,DE,2,3.5,"Restaurants, Italian, Nightlife, Bars"
7Ld1DxAhSlGSateku0iqbg,4,"I've been wanting to try this place for quite some time. The restaurant was a throw back to my childhood; dimly lit, dark wood panels with basic decor and lots of regulars out for Sunday supper. I had the spaghetti with clams in white sauce with a side of greens. My girlfriend had the chicken Parm with a side of spaghetti. The spaghetti with clams was really good, especially after mixing in the greens and adding some grated parmesan cheese with a little red pepper flakes. The fresh pasta was light and tender and the red sauce was very old school Italian. I ordered an Italian sub with prosciutto and sharp provolone to go that I can't wait to try.",0,0,0,Ristorante Attilio,1900 Lancaster Ave,Wilmington,DE,2,4,"Restaurants, Italian"
7Ld1DxAhSlGSateku0iqbg,5,"Nothing fancy, just good home style Italian food. Great service. Owners are terrific. Best raviolis around.",0,0,0,Ristorante Attilio,1900 Lancaster Ave,Wilmington,DE,2,4,"Restaurants, Italian"
5RtAJPXFLTzwALIe1mtNuA,3,Ordered a chicken wrap and it was too dry to eat.  The waitress offered to setup a tab for them to add mayo to make it edible.  Seems unreasonable if they give you a sandwich too dry to eat.,0,0,0,Piree's Piri Piri Grill,5335A Limestone Rd,Wilmington,DE,2,4,"Sandwiches, Chicken Shop, Restaurants, Salad, .."
5RtAJPXFLTzwALIe1mtNuA,3,Fast friendly service. The chicken is good and I love the Mango Lime sauce.,0,0,0,Piree's Piri Piri Grill,5335A Limestone Rd,Wilmington,DE,2,4,"Sandwiches, Chicken Shop, Restaurants, Salad, .."
UZkuF34Plfao49I9dylzXg,5,"Good food, lousy service. Only go here if you have a coupon.",0,0,0,QDOBA Mexican Eats,"5609 Concord Pike, Unit 7a",Wilmington,DE,2,3,"Restaurants, Mexican, Fast Food, Event Planning & Services"
UZkuF34Plfao49I9dylzXg,5,"This mexican eatery spot is a good one for dine inn and take away. Their party orders are amazing price. A few more items to add to you burrito or bowls than chipotle. I can say, I can compare it with Moe's. It is big enough and sitting arrangements is good. The soda fountain here is the most convenient. The only thing I dislike about this place is that sometimes not clean, can see trash on the floor.   But still I like to hang out here with my kids because their food is good.",0,0,0,QDOBA Mexican Eats,"5609 Concord Pike, Unit 7a",Wilmington,DE,2,3,"Restaurants, Mexican, Fast Food, Event Planning & Services"
_NhT0A3LUEd75L_cEXf2_A,2,I love their crabcakes. I wouldve given three stars but the fact that they gave me all drums IS SICKENING!!!! I prefer flats but I try not to be picky so I dont ask for all flats because usually its half and half but to give me all drums REALLY PIST ME OFF!!! And they are hugeeeee like dinosaur legs. I thought I was getting regular size wings.I threw them away. Please never give a customer one wing type I never had a restaurant do this before. It may be small to some but that really upset me because I tolerate drums and prefer flats.,0,0,0,Season's Pizza,1721 W Gilpin Dr,Wilmington,DE,2,3,"Restaurants, Pizza"
_NhT0A3LUEd75L_cEXf2_A,2,"Variety of food on the menu including pizza, salads and sandwiches. Good but not great. I had a chopped salad and the bacon tasted tough like it had been frozen then reconstituted.  The portion was limited too. My friend’s gyro was tasty and fresh. Waitress was friendly and helpful. This is a good alternative to the Golden Arches.",0,0,0,Season's Pizza,1721 W Gilpin Dr,Wilmington,DE,2,3,"Restaurants, Pizza"
ScXJHSCceQao6K87VK199Q,4,"My girlfriend suggest we try Monalisia out since whenever she passes it, it is packed. Well thank ya for the suggestion Sissy Pooh, because it did not disappoint!
Establishment was cute and quaint.
Staff was pleasant.
Food was delicious.
Parking is limited.
*They have a great 4-course meal going on*
**A MUST CHECK OUT**",0,0,0,Mona Lisa,607 N Lincoln St,Wilmington,DE,2,4,"Restaurants, Italian"
ScXJHSCceQao6K87VK199Q,4,Excellent Italian restaurant. Small but adequate space. Food was superb. Prices were comparable.  Reservations are required.  BYOB,0,0,0,Mona Lisa,607 N Lincoln St,Wilmington,DE,2,4,"Restaurants, Italian"
_BqPnypB6wPZRPbEqtKy6A,1,"Hands down great pizza and they are distancing visitors very well.  The utensils even come wrapped and everything is wiped down with a non stinking cleaner so you can still enjoy your food. If you're a fan of cheese, we loved the Four Cheese Pizza.",0,0,0,Grotto Pizza,2015 Concord Pike,Wilmington,DE,2,2.5,"Burgers, Sandwiches, Restaurants, Pizza"
_BqPnypB6wPZRPbEqtKy6A,1,"Our order was ready less than 15 minutes. We ordered The Backer’s Choice Pizza to go.  It was really delicious, we are highly satisfied.",0,0,0,Grotto Pizza,2015 Concord Pike,Wilmington,DE,2,2.5,"Burgers, Sandwiches, Restaurants, Pizza"
XF86J5bJKkmueBL-PmPbcg,5,It's been a while since I went to a Subway. You're better off making and taking your work breakfast and lunch from home. Better quality and freshness and a heck of a lot cheaper than using these overpriced crappy food chains. Subway definitely downsized quality and quantity. No more days of $5 footlongs...,0,0,0,Subway,1012 Wilmington Ave,Wilmington,DE,2,2.5,"Sandwiches, Restaurants, Fast Food"
XF86J5bJKkmueBL-PmPbcg,5,"It's like they can't follow instructions. Placed several orders using the app and each time they did the opposite of what was asked. After that third time of the lack of comprehension, I will not be coming back.",0,0,0,Subway,1012 Wilmington Ave,Wilmington,DE,2,2.5,"Sandwiches, Restaurants, Fast Food"
xtbAqP_Ftb3kYJ53Hv6H5w,1,Everything was okay but they had a problem with fully keeping the most popular items stocked. Bringing half pans of crawfish out which would only feed 2.Had to Keep asking them to put out fresh wings. They may put out 10 pieces 😂 lol.. only 2 people may get that,0,0,0,Top China Buffet,1714 Marsh Rd,Wilmington,DE,2,2.5,"Restaurants, Chinese"
xtbAqP_Ftb3kYJ53Hv6H5w,1,"We ordered our lunch made to order, and the food was much better than I expected.

Unfortunately, the atmosphere really needs a refresh.

Maybe sit at a table instead of a booth.",0,0,0,Top China Buffet,1714 Marsh Rd,Wilmington,DE,2,2.5,"Restaurants, Chinese"
19fHbf0qzihtEtXQZ2ntww,5,"We visited Walter's for the first time. It is old school inside, with a lot of dark decor and furnishings. The staff is very friendly. We started with strawberry prosecco, which was described on the menu as garnished with strawberries. We had several, and none were garnished. We ordered the pork belly appetizer but it was not pork belly. It was just a slice of pork sitting on naan bread and it was very chewy. We ordered the Filet Edmund which was supposed to be filet mignonettes with crab meat and bearnaise sauce, and the Delmonico. The salads that came with the meals were mediocre. The tomatoes on my tomato and mozzarella salad were grocery-store tomatoes and not very good ones. The Caesar salad was just a plate of romaine. I expected the mignonettes to be 2 small filets, not chunks of filet, so they were overcooked and the bearnaise was just gravy. The crabmeat on the Filet Edmund was fantastic but not with gravy. The Delmonico was tasty but had some fat. None of it was bad, it was all just ok. We paid way too much for a just-ok steak dinner where several things weren't even what was described on the menu.",0,0,0,Walter's Steakhouse,802 N Union St,Wilmington,DE,2,4,"Nightlife, Steakhouses, Bars, Restaurants, Seafood"
19fHbf0qzihtEtXQZ2ntww,5,Walters steakhouse is a great place to go if your are looking for some great fine dining food was exceptional no complaints there. We actually found this place out of pure randomness we were in the area looking for something good to eat and we found exactly that now the price point was a little more than expected but if you go off the motto of you get what you pay for you are absolutely correct. Would definitely recommend to anyone who has a significant other that they wanna take for an amazing date night. Thanks again for the great experience. The only thing that I would say that I didn't enjoy was the looks of walking in with a kid personally I don't think a kid should dictate how a place of business treats a customer with looks...,0,0,0,Walter's Steakhouse,802 N Union St,Wilmington,DE,2,4,"Nightlife, Steakhouses, Bars, Restaurants, Seafood"
fLeD_h6uD4yEN2ciI08RiA,5,"This restaurant is so fresh ! The tofu summer roll was delicious. The tofu was crispy and perfectly cooked. I love how they gave me plenty of peanut sauce. We had the fried dumplings and they were delicious not too oily just right and again they gave me plenty of sweet chili sauce. Next time I want to try the steamed dumplings. We got the vermicelli and the pork was yummy. I love how they included this carrot salad that added freshness to the plate. We had the oxtail pho which I’ve never had before but it was also very good. The meat was tender and easily slid off the bone. The Thai tea with boba was great, the boba was soft. The atmosphere and service were very calming. I highly recommend this restaurant.",0,0,0,Bubble Shack,3205 Concord Pike,Wilmington,DE,2,4.5,"Sandwiches, Asian Fusion, Food, Vietnamese, Restaurants"
fLeD_h6uD4yEN2ciI08RiA,5,This place felt like I was in Vietnam. The food was delicious. The staff were friendly. The broth on the pho was just amazing. I would totally go back here.,0,0,0,Bubble Shack,3205 Concord Pike,Wilmington,DE,2,4.5,"Sandwiches, Asian Fusion, Food, Vietnamese, Restaurants"
qmDm7guS7TAZTSDFYY2bug,4,"The food is great, but everytime I order a pizza from here they never fully cut it and it just rips when I try to take a slice. Up your game pizza hut",0,0,0,Pizza Hut,3611 Kirkwood Hwy,Wilmington,DE,2,1.5,"Pizza, Chicken Wings, Restaurants, Italian"
qmDm7guS7TAZTSDFYY2bug,4,It’s fast food pizza. You pay for what you get. Our order was kinda right and hot. I asked for half plain/half bacon but got full bacon. Not the biggest of deals since we could take it off but just annoying. The boxes are a good deal. Better than dominos in my opinion… but I’d rather get from a nicer pizza shop. It has just gotten so expensive.,0,0,0,Pizza Hut,3611 Kirkwood Hwy,Wilmington,DE,2,1.5,"Pizza, Chicken Wings, Restaurants, Italian"
sKQ0KYon7eT6xEnCpb18aw,2,Really like the food here! Everything I've eaten is delicious.,0,0,0,Chili's,4147 Concord Pike,Wilmington,DE,2,3,"Restaurants, Nightlife, American (Traditional), ..."
sKQ0KYon7eT6xEnCpb18aw,2,Food was good waiter didn't understand not to put hot plates in front of child,0,0,0,Chili's,4147 Concord Pike,Wilmington,DE,2,3,"Restaurants, Nightlife, American (Traditional), ..."
mtowE4p6gOgyGrHAsMz-rg,5,The staff here were friendly and the menu was decent. The atmosphere is nice. Well decorated and well thought out. I loved that there were two levels. The food was just ok here. The potato flatbread fell a bit flat in my opinion. It tasted ok but also it just tasted like pieces of potato on a flatbread haha. We enjoyed our time while we were there but wouldn’t rush to go back.,0,0,0,Eeffoc Cafe,1428 N Clayton St,Wilmington,DE,2,3,"Food, Restaurants, Breakfast & Brunch, Sandwiches"
mtowE4p6gOgyGrHAsMz-rg,5,"Great coffee, food, and ambience. The only drawback was that the hot coffee was served very mildly warm. Else, the taste of coffee was great.",0,0,0,Eeffoc Cafe,1428 N Clayton St,Wilmington,DE,2,3,"Food, Restaurants, Breakfast & Brunch, Sandwiches"
iCfB58Cvb_rw_SDAgPXLfA,5,Fast friendly and absolutely amazing barbecue pulled pork it was out of this world. Trust me you won’t be disappointed when you eat at Russell’s barbecue.,0,0,0,Russell's Quality Food,1204 Centerville Rd,Wilmington,DE,2,4.5,"Barbeque, Breakfast & Brunch, Burgers, Restaurants"
iCfB58Cvb_rw_SDAgPXLfA,5,"Best Authentic Smoked BBQ in Delaware. Whenever I need my bbq fix, I head over to Russell’s for the best ribs or the pulled pork.",0,0,0,Russell's Quality Food,1204 Centerville Rd,Wilmington,DE,2,4.5,"Barbeque, Breakfast & Brunch, Burgers, Restaurants"
citzbW-2MVEZRNBqpVO-Jw,2,"Had a solid experience at Buffalo Wild Wings during happy hour! The hot buffalo wings were exactly what I was craving - good heat level with that classic tangy buffalo flavor, and the wings were cooked perfectly with crispy skin. Not the spiciest I’ve had, but definitely packed enough punch to satisfy.
The garden salad was a nice refreshing balance to the wings. Fresh greens, decent portion size, and the vegetables were crisp. Nothing fancy, but it did its job as a lighter side to cut through all that buffalo sauce.
The real winner was the happy hour strawberry margarita - fruity, well-balanced, and a great deal during happy hour pricing. Definitely helped cool down the heat from the wings and made the whole meal more enjoyable.
Service was friendly and the atmosphere was typical BWW - sports on every screen and a lively crowd. Only reason I’m not giving 5 stars is that the wings took a bit longer than expected to come out, but overall a satisfying visit. Would definitely come back, especially during happy hour!",0,0,0,Buffalo Wild Wings,2062 Limestone Rd,Wilmington,DE,2,3,"American (Traditional), Restaurants, Chicken Wings"
citzbW-2MVEZRNBqpVO-Jw,2,"First time at this Buffalo Wild Wings location. We have been to several others, so we decided to stop in here while in the area. The service was slower than other locations but they had just finished up with a large party. The food was good, as usual. We had the cheeseburger, salad and boneless wings. I like using their app since I always earn enough points for something free. The prices are also good, and less expensive than other restaurants in this category. This location seemed new and was clean and spacious.",0,0,0,Buffalo Wild Wings,2062 Limestone Rd,Wilmington,DE,2,3,"American (Traditional), Restaurants, Chicken Wings"
5R6YO6K9PkthkTbXqV9slQ,5,"EDIT: I've been a regular at this place and have always loved it, but my last two visits were disappointing. The food quality has declined, and the customer service was even worse. The staff seemed unusually grouchy, and my sashimi order was poorly handled. During my previous visit, the server was visibly annoyed when I requested a couple of pieces of lime or lemon and only brought one. After two bad experiences, I won’t be returning. They've lost a loyal customer.

This is such a good sushi restaurant. Amazing quality. Good service. Sushi rolls are very good. I also like their aged tofu a lot. Sashimi is good. Smoked salmon - eh not my favorite.",0,0,0,Sakura Japanese Restaurant,4713 Kirkwood Hwy,Wilmington,DE,2,4,"Japanese, Restaurants, Sushi Bars, Noodles"
5R6YO6K9PkthkTbXqV9slQ,5,"-Food was delicious and presented beautifully.
-Restaurant appeared clean including the restroom.
-Nice ambiance with TV entertainment.
-Comfortable seating.
-Poor customer service. Waiter not very friendly. It’s as if they were hiding behind the mask.
-Price $18.95 per person whether adult or child before 3pm. It’s truly an all you can eat, don’t order more than you can eat or you pay additional for take out.

Overall, nice restaurant if you love sushi/rolls.",0,0,0,Sakura Japanese Restaurant,4713 Kirkwood Hwy,Wilmington,DE,2,4,"Japanese, Restaurants, Sushi Bars, Noodles"
